row_index,customerID,column,original_value,corrupted_value,issue_type,expected_action
6018,8859-DZTGQ,Dependents,No,N0,high-confidence category spelling typo,auto
4473,2665-NPTGL,Dependents,No,N0,high-confidence category spelling typo,auto
6552,9317-WZPGV,Dependents,no,N0,high-confidence category spelling typo,auto
4941,1449-XQEMT,Dependents,No,N0,high-confidence category spelling typo,auto
1806,8966-KZXXA,Dependents,Yes,Yse,high-confidence category spelling typo,auto
3999,5276-KQWHG,Dependents,No,N0,high-confidence category spelling typo,auto
1797,0839-QNXME,Contract,Two year,Two yer,high-confidence category spelling typo,auto
2235,9917-KWRBE,Contract,One year,One yera,high-confidence category spelling typo,auto
3570,6696-YDAYZ,Contract,Two year,Two yer,high-confidence category spelling typo,auto
3978,0432-CAJZV,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
237,9903-LYSAB,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
3185,9907-SWKKF,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
2753,6857-VWJDT,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
5479,8990-ZXLSU,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
5563,4397-FRLTA,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
6538,5712-PTIWW,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
3312,9122-UMROB,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
5932,4192-GORJT,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
1352,7722-VJRQD,Contract,Two year,Two yer,high-confidence category spelling typo,auto
6885,7603-USHJS,Contract,Month-to-month,Month-to-mont,high-confidence category spelling typo,auto
3828,8747-UDCOI,Contract,Two year,Two yer,high-confidence category spelling typo,auto
1045,3524-WQDSG,PaymentMethod,Bank transfer (automatic),Bank tranfer (automatic),high-confidence category spelling typo,auto
5097,8547-NSBBO,PaymentMethod,Mailed check,Maild check,high-confidence category spelling typo,auto
4375,9896-UYMIE,PaymentMethod,Bank transfer (automatic),Bank tranfer (automatic),high-confidence category spelling typo,auto
220,9408-SSNVZ,PaymentMethod,Electronic check,Eletronic check,high-confidence category spelling typo,auto
3227,7669-LCRSD,PaymentMethod,Mailed check,Maild check,high-confidence category spelling typo,auto
4848,5380-AFSSK,PaymentMethod,Mailed check,Maild check,high-confidence category spelling typo,auto
4623,8755-IWJHN,PaymentMethod,Bank transfer (automatic),Bank tranfer (automatic),high-confidence category spelling typo,auto
5431,5995-WWKKG,PaymentMethod,Electronic check,Eletronic check,high-confidence category spelling typo,auto
222,6469-MRVET,PaymentMethod,Electronic check,Eletronic check,high-confidence category spelling typo,auto
687,0067-DKWBL,PaymentMethod,Electronic check,Eletronic check,high-confidence category spelling typo,auto
5265,4274-DRSQT,PaymentMethod,Bank transfer (automatic),Bank tranfer (automatic),high-confidence category spelling typo,auto
3511,3785-KTYSH,PaymentMethod,Mailed check,Maild check,high-confidence category spelling typo,auto
1111,9763-PDTKK,PaymentMethod,Bank transfer (automatic),Bank tranfer (automatic),high-confidence category spelling typo,auto
3782,8800-JOOCF,PaymentMethod,Electronic check,Eletronic check,high-confidence category spelling typo,auto
1488,8695-WDYEA,PaymentMethod,Mailed check,Maild check,high-confidence category spelling typo,auto
411,4163-NCJAK,InternetService,No,N0,high-confidence category spelling typo,auto
2131,5656-MJEFC,InternetService,DSL,DSl,high-confidence category spelling typo,auto
3105,4429-WYGFR,InternetService,DSL,DSl,high-confidence category spelling typo,auto
2681,9674-EHPPG,InternetService,DSL,DSl,high-confidence category spelling typo,auto
1733,1015-OWJKI,InternetService,No,N0,high-confidence category spelling typo,auto
3724,5201-CBWYG,InternetService,No,N0,high-confidence category spelling typo,auto
2677,2608-BHKFN,InternetService,Fiber optic,Fiber optc,high-confidence category spelling typo,auto
2764,1810-MVMAI,InternetService,DSL,DSl,high-confidence category spelling typo,auto
6235,5180-UCIIQ,InternetService,DSL,DSl,high-confidence category spelling typo,auto
2279,5334-AFQJB,InternetService,No,N0,high-confidence category spelling typo,auto
6160,0725-CXOTM,InternetService,DSL,DSl,high-confidence category spelling typo,auto
6815,0270-THENM,InternetService,DSL,DSl,high-confidence category spelling typo,auto
3453,0326-VDYXE,InternetService,Fiber optic,Fiber optc,high-confidence category spelling typo,auto
2066,1852-QSWCD,InternetService,No,N0,high-confidence category spelling typo,auto
6839,4078-SAYYN,InternetService,Fiber optic,Fiber optc,high-confidence category spelling typo,auto
670,5642-MHDQT,tenure,53,53.0,numeric formatting inconsistency,auto
3852,7291-CDTMJ,tenure,1,1.0,numeric formatting inconsistency,auto
158,6371-NZYEG,tenure,16,16.0,numeric formatting inconsistency,auto
6136,3190-ITQXP,tenure,46,46.0,numeric formatting inconsistency,auto
4418,0378-XSZPU,tenure,58,58.0,numeric formatting inconsistency,auto
426,2806-MLNTI,tenure,52,52.0,numeric formatting inconsistency,auto
2866,7517-LDMPS,tenure,12,12.0,numeric formatting inconsistency,auto
1836,6365-MTGZX,tenure,24,24.0,numeric formatting inconsistency,auto
5325,2690-DVRVK,tenure,5,5.0,numeric formatting inconsistency,auto
562,3701-SFMUH,tenure,7,7.0,numeric formatting inconsistency,auto
6399,2101-RANCD,tenure,55,55.0,numeric formatting inconsistency,auto
5339,3370-GQEAL,tenure,30,30.0,numeric formatting inconsistency,auto
329,2739-CACDQ,tenure,17,17.0,numeric formatting inconsistency,auto
6178,3719-TDVQB,tenure,54,54.0,numeric formatting inconsistency,auto
254,3675-YDUPJ,tenure,10,10.0,numeric formatting inconsistency,auto
2025,1488-PBLJN,tenure,72,72.0,numeric formatting inconsistency,auto
1633,1478-VPOAD,tenure,1,1.0,numeric formatting inconsistency,auto
6874,4926-UMJZD,tenure,31,31.0,numeric formatting inconsistency,auto
166,3376-BMGFE,tenure,4,4.0,numeric formatting inconsistency,auto
5089,0277-BKSQP,tenure,8,8.0,numeric formatting inconsistency,auto
1248,7321-PKUYW,tenure,11,11.0,numeric formatting inconsistency,auto
1954,5834-ASPWA,tenure,1,1.0,numeric formatting inconsistency,auto
1034,8146-QQKZH,tenure,71,71.0,numeric formatting inconsistency,auto
3879,7359-PTSXY,tenure,1,1.0,numeric formatting inconsistency,auto
5484,4419-UJMUS,tenure,69,69.0,numeric formatting inconsistency,auto
937,6400-BWQKW,tenure,6,6.0,numeric formatting inconsistency,auto
4620,8513-OLYGY,tenure,72,72.0,numeric formatting inconsistency,auto
1785,1568-LJSZU,tenure,68,68.0,numeric formatting inconsistency,auto
3809,9602-WCXPI,tenure,50,50.0,numeric formatting inconsistency,auto
5730,7167-PCEYD,tenure,67,67.0,numeric formatting inconsistency,auto
2099,2190-BCXEC,tenure,40,40.0,numeric formatting inconsistency,auto
6282,1354-YZFNB,tenure,4,4.0,numeric formatting inconsistency,auto
3021,6377-KSLXC,tenure,5,5.0,numeric formatting inconsistency,auto
1374,8999-YPYBV,tenure,45,45.0,numeric formatting inconsistency,auto
4963,8313-AFGBW,tenure,47,47.0,numeric formatting inconsistency,auto
4974,4430-UZIPO,tenure,3,3.0,numeric formatting inconsistency,auto
6127,6198-PNNSZ,tenure,56,56.0,numeric formatting inconsistency,auto
5884,4785-QRJHC,tenure,46,46.0,numeric formatting inconsistency,auto
938,2692-AQCPF,tenure,65,65.0,numeric formatting inconsistency,auto
6371,1535-VTJOQ,tenure,24,24.0,numeric formatting inconsistency,auto
6711,3545-CNWRG,MonthlyCharges,98.35,98.35,numeric formatting inconsistency,auto
1341,9269-CQOOL,MonthlyCharges,54.7,54.70,numeric formatting inconsistency,auto
2548,9796-BPKIW,MonthlyCharges,69.95,69.95,numeric formatting inconsistency,auto
885,4661-NJEUX,MonthlyCharges,20.05,20.05,numeric formatting inconsistency,auto
4740,2778-OCLGR,MonthlyCharges,39.1,39.10,numeric formatting inconsistency,auto
210,7841-TZDMQ,MonthlyCharges,46.0,46.00,numeric formatting inconsistency,auto
2555,1849-RJYIG,MonthlyCharges,60.0,60.00,numeric formatting inconsistency,auto
4716,5176-OLSKT,MonthlyCharges,66.9,66.90,numeric formatting inconsistency,auto
5548,4589-IUAJB,MonthlyCharges,24.25,24.25,numeric formatting inconsistency,auto
3074,4504-YOULA,MonthlyCharges,59.45,59.45,numeric formatting inconsistency,auto
3249,4324-BZCKL,MonthlyCharges,55.55,55.55,numeric formatting inconsistency,auto
5857,0378-NHQXU,MonthlyCharges,88.25,88.25,numeric formatting inconsistency,auto
1624,2929-QNSRW,MonthlyCharges,98.25,98.25,numeric formatting inconsistency,auto
622,4851-BQDNX,MonthlyCharges,85.05,85.05,numeric formatting inconsistency,auto
4850,0931-MHTEM,MonthlyCharges,100.05,100.05,numeric formatting inconsistency,auto
5657,3096-GKWEB,MonthlyCharges,94.75,94.75,numeric formatting inconsistency,auto
6804,8212-DJRCH,MonthlyCharges,90.35,90.35,numeric formatting inconsistency,auto
5138,4119-ZYPZY,MonthlyCharges,106.8,106.80,numeric formatting inconsistency,auto
1989,9885-MFVSU,MonthlyCharges,46.35,46.35,numeric formatting inconsistency,auto
834,9231-ZJYAM,MonthlyCharges,78.85,78.85,numeric formatting inconsistency,auto
5711,1891-UAWWU,MonthlyCharges,90.8,90.80,numeric formatting inconsistency,auto
6328,4701-LKOZD,MonthlyCharges,89.75,89.75,numeric formatting inconsistency,auto
2470,2143-LJULT,MonthlyCharges,25.25,25.25,numeric formatting inconsistency,auto
6965,7789-CRUVC,MonthlyCharges,94.2,94.20,numeric formatting inconsistency,auto
5605,8049-WJCLQ,MonthlyCharges,60.2,60.20,numeric formatting inconsistency,auto
4918,6582-PLFUU,MonthlyCharges,19.55,19.55,numeric formatting inconsistency,auto
6598,6169-PGNCD,MonthlyCharges,74.3,74.30,numeric formatting inconsistency,auto
991,8361-LBRDI,MonthlyCharges,24.35,24.35,numeric formatting inconsistency,auto
6522,7233-IOQNP,MonthlyCharges,34.0,34.00,numeric formatting inconsistency,auto
4636,1269-FOYWN,MonthlyCharges,20.0,20.00,numeric formatting inconsistency,auto
6411,5119-NZPTV,MonthlyCharges,70.1,70.10,numeric formatting inconsistency,auto
336,6680-NENYN,MonthlyCharges,104.6,104.60,numeric formatting inconsistency,auto
2844,2265-CYWIV,MonthlyCharges,99.6,99.60,numeric formatting inconsistency,auto
4364,6741-QRLUP,MonthlyCharges,80.3,80.30,numeric formatting inconsistency,auto
3509,8710-YGLWG,MonthlyCharges,44.9,44.90,numeric formatting inconsistency,auto
5419,7173-TETGO,MonthlyCharges,78.5,78.50,numeric formatting inconsistency,auto
3035,7924-GJZFI,MonthlyCharges,69.3,69.30,numeric formatting inconsistency,auto
564,7319-VENRZ,MonthlyCharges,64.3,64.30,numeric formatting inconsistency,auto
4144,7181-OQCUT,MonthlyCharges,103.85,103.85,numeric formatting inconsistency,auto
5304,6078-VESFR,MonthlyCharges,70.45,70.45,numeric formatting inconsistency,auto
2795,0709-TVGUR,TotalCharges,622.9,622.90,numeric formatting inconsistency,auto
103,5386-THSLQ,TotalCharges,3027.25,3027.25,numeric formatting inconsistency,auto
6959,1024-KPRBB,TotalCharges,3342,3342.0,numeric formatting inconsistency,auto
3441,4086-ATNFV,TotalCharges,2042.05,2042.05,numeric formatting inconsistency,auto
6736,7558-IMLMT,TotalCharges,1411.9,1411.90,numeric formatting inconsistency,auto
4015,8570-KLJYJ,TotalCharges,1893.5,1893.50,numeric formatting inconsistency,auto
864,4124-MMETB,TotalCharges,2104.55,2104.55,numeric formatting inconsistency,auto
3551,7594-RQHXR,TotalCharges,79.6,79.60,numeric formatting inconsistency,auto
2967,7663-CUXZB,TotalCharges,6561.25,6561.25,numeric formatting inconsistency,auto
5206,7349-ALMUX,TotalCharges,2313.8,2313.80,numeric formatting inconsistency,auto
6788,1760-CAZHT,TotalCharges,460.2,460.20,numeric formatting inconsistency,auto
3766,4201-JMNGR,TotalCharges,55.8,55.80,numeric formatting inconsistency,auto
5794,1162-ECVII,TotalCharges,7932.5,7932.50,numeric formatting inconsistency,auto
1253,2026-TGDHM,TotalCharges,523.15,523.15,numeric formatting inconsistency,auto
3567,1670-SVOWZ,TotalCharges,1208.35,1208.35,numeric formatting inconsistency,auto
1442,3253-HKOKL,TotalCharges,5244.45,5244.45,numeric formatting inconsistency,auto
6011,5917-HBSDW,TotalCharges,683.75,683.75,numeric formatting inconsistency,auto
4274,3572-UUHRS,TotalCharges,867.3,867.30,numeric formatting inconsistency,auto
5328,0334-ZFJSR,TotalCharges,3462.1,3462.10,numeric formatting inconsistency,auto
2212,8076-FEZKJ,TotalCharges,225.85,225.85,numeric formatting inconsistency,auto
5045,9500-LTVBP,TotalCharges,2835.9,2835.90,numeric formatting inconsistency,auto
6620,6457-USBER,TotalCharges,80.8,80.80,numeric formatting inconsistency,auto
4408,2824-DXNKN,TotalCharges,5025.85,5025.85,numeric formatting inconsistency,auto
6345,6048-QBXKL,TotalCharges,118.25,118.25,numeric formatting inconsistency,auto
3960,7404-JLKQG,TotalCharges,161.45,161.45,numeric formatting inconsistency,auto
3808,7785-RDVIG,TotalCharges,54.7,54.70,numeric formatting inconsistency,auto
3568,2227-JRSJX,TotalCharges,1956.4,1956.40,numeric formatting inconsistency,auto
6764,7660-HDPJV,TotalCharges,69.2,69.20,numeric formatting inconsistency,auto
5988,6828-HMKWP,TotalCharges,262.05,262.05,numeric formatting inconsistency,auto
4853,0440-UEDAI,TotalCharges,5042.75,5042.75,numeric formatting inconsistency,auto
2198,9798-DRYDS,TotalCharges,1070.7,1070.70,numeric formatting inconsistency,auto
2640,4391-LNRXK,TotalCharges,2142.8,2142.80,numeric formatting inconsistency,auto
6977,2843-CQMEG,TotalCharges,1218.25,1218.25,numeric formatting inconsistency,auto
2011,1492-QGCLU,TotalCharges,4616.1,4616.10,numeric formatting inconsistency,auto
6805,4323-OHFOW,TotalCharges,7195.35,7195.35,numeric formatting inconsistency,auto
709,3347-YJZZE,TotalCharges,2211.8,2211.80,numeric formatting inconsistency,auto
2284,8963-JLGJT,TotalCharges,157.55,157.55,numeric formatting inconsistency,auto
3692,7159-FVYPK,TotalCharges,235,235.0,numeric formatting inconsistency,auto
1997,0266-CLZKZ,TotalCharges,6717.9,6717.90,numeric formatting inconsistency,auto
6147,6383-ZTSIW,TotalCharges,3877.95,3877.95,numeric formatting inconsistency,auto
3806,0650-BWOZN,TotalCharges,1359.45,1359.45,numeric formatting inconsistency,auto
4668,1791-PQHBB,TotalCharges,125.95,125.95,numeric formatting inconsistency,auto
4999,1699-TLDLZ,TotalCharges,301.55,301.55,numeric formatting inconsistency,auto
5473,1208-NBVFH,TotalCharges,939.8,939.80,numeric formatting inconsistency,auto
3104,6860-YRJZP,TotalCharges,678.45,678.45,numeric formatting inconsistency,auto
2755,5468-BPMMO,TotalCharges,851.2,851.20,numeric formatting inconsistency,auto
235,1251-KRREG,TotalCharges,114.1,114.10,numeric formatting inconsistency,auto
4049,6199-IWKGC,TotalCharges,4753.85,4753.85,numeric formatting inconsistency,auto
6971,7240-FQLHE,TotalCharges,1836.25,1836.25,numeric formatting inconsistency,auto
2662,8348-HFYIV,TotalCharges,90.35,90.35,numeric formatting inconsistency,auto
141,4080-OGPJL,customerID,4080-OGPJL, 4080-OGPJL ,leading/trailing whitespace,auto
762,7379-POKDZ,customerID,7379-POKDZ, 7379-POKDZ ,leading/trailing whitespace,auto
2410,3503-TYDAY,customerID,3503-TYDAY, 3503-TYDAY ,leading/trailing whitespace,auto
1815,1927-QEWMY,customerID,1927-QEWMY, 1927-QEWMY ,leading/trailing whitespace,auto
3312,9122-UMROB,customerID,9122-UMROB, 9122-UMROB ,leading/trailing whitespace,auto
5667,6469-QJKZW,customerID,6469-QJKZW, 6469-QJKZW ,leading/trailing whitespace,auto
1993,9828-AOQLM,customerID,9828-AOQLM, 9828-AOQLM ,leading/trailing whitespace,auto
2508,9405-GPBBG,customerID,9405-GPBBG, 9405-GPBBG ,leading/trailing whitespace,auto
5439,5959-BELXA,customerID,5959-BELXA, 5959-BELXA ,leading/trailing whitespace,auto
4764,2962-XPMCQ,customerID,2962-XPMCQ, 2962-XPMCQ ,leading/trailing whitespace,auto
3023,0238-WHBIQ,customerID,0238-WHBIQ, 0238-WHBIQ ,leading/trailing whitespace,auto
3876,7392-YYPYJ,customerID,7392-YYPYJ, 7392-YYPYJ ,leading/trailing whitespace,auto
4534,2607-FBDFF,customerID,2607-FBDFF, 2607-FBDFF ,leading/trailing whitespace,auto
4349,7903-CMPEY,customerID,7903-CMPEY, 7903-CMPEY ,leading/trailing whitespace,auto
2816,0536-ACXIP,customerID,0536-ACXIP, 0536-ACXIP ,leading/trailing whitespace,auto
3485,6221-AVQYL,customerID,6221-AVQYL, 6221-AVQYL ,leading/trailing whitespace,auto
6110,5438-QMDDL,customerID,5438-QMDDL, 5438-QMDDL ,leading/trailing whitespace,auto
4508,3530-VWVGU,customerID,3530-VWVGU, 3530-VWVGU ,leading/trailing whitespace,auto
2709,6128-AQBMT,customerID,6128-AQBMT, 6128-AQBMT ,leading/trailing whitespace,auto
2882,6652-YFFJO,customerID,6652-YFFJO, 6652-YFFJO ,leading/trailing whitespace,auto
